大学,学部名,学科名,日程,入試方式,10桁コード,rank
日本女子大学,人間社会,教育,共,前期３,3304-27-0171,5
日本女子大学,人間社会,教育,共,前期５,3304-27-0172,5
日本女子大学,人間社会,現代社会,共,個別３,3304-27-0200,5
日本女子大学,人間社会,現代社会,共,英外部,3304-27-0201,5
日本女子大学,人間社会,現代社会,共,前期３,3304-27-0271,5
日本女子大学,人間社会,現代社会,共,前期５,3304-27-0272,5
日本女子大学,人間社会,社会福祉,共,個別３,3304-27-0301,5
日本女子大学,人間社会,社会福祉,共,英外部,3304-27-0302,5
日本女子大学,人間社会,社会福祉,共,前期３,3304-27-0371,5
日本女子大学,人間社会,社会福祉,共,前期５,3304-27-0372,5
日本女子大学,人間社会,心理,共,個別３,3304-27-0401,5
日本女子大学,人間社会,心理,共,英外部,3304-27-0402,5
日本女子大学,人間社会,心理,共,前期３,3304-27-0471,5
日本女子大学,人間社会,心理,共,前期５,3304-27-0472,5
日本女子大学,国際文化,国際文化,共,個別３,3304-33-0101,5
日本女子大学,国際文化,国際文化,共,英外部,3304-33-0102,5
日本女子大学,国際文化,国際文化,共,前期３,3304-33-0171,5
日本女子大学,国際文化,国際文化,共,前期５,3304-33-0172,5
日本女子大学,理,数物情報科学,共,個別２,3304-42-0101,5
日本女子大学,理,数物情報科学,共,英外部,3304-42-0102,5
日本女子大学,理,数物情報科学,共,個別３,3304-42-0103,5
日本女子大学,理,数物情報科学,共,前期４,3304-42-0171,5
日本女子大学,理,数物情報科学,共,前期５,3304-42-0172,5
日本女子大学,理,化学生命科学,共,個別２,3304-42-0201,5
日本女子大学,理,化学生命科学,共,英外部,3304-42-0202,5
日本女子大学,理,化学生命科学,共,個別３,3304-42-0203,5
日本女子大学,理,化学生命科学,共,前期３,3304-42-0271,5
日本女子大学,理,化学生命科学,共,前期５,3304-42-0272,5
日本女子大学,建築デザ,建築デザイン,共,個別２,3304-47-0101,5
日本女子大学,建築デザ,建築デザイン,共,個別３,3304-47-0102,5
日本女子大学,建築デザ,建築デザイン,共,英外部,3304-47-0103,5
日本女子大学,建築デザ,建築デザイン,共,前期３,3304-47-0171,5
日本女子大学,建築デザ,建築デザイン,共,前期５,3304-47-0172,5
日本女子大学,家政,家政経済,共,個別２,3304-79-0100,5
日本女子大学,家政,家政経済,共,英外部,3304-79-0101,5
日本女子大学,家政,家政経済,共,個別３,3304-79-0102,5
日本女子大学,家政,家政経済,共,前期３,3304-79-0171,5
日本女子大学,家政,家政経済,共,前期５,3304-79-0172,5
日本女子大学,家政,児童,共,個別２,3304-79-0400,5
日本女子大学,家政,児童,共,英外部,3304-79-0401,5
日本女子大学,家政,児童,共,個別３,3304-79-0402,5
日本女子大学,家政,児童,共,前期３,3304-79-0471,5
日本女子大学,家政,児童,共,前期５,3304-79-0472,5
日本女子大学,家政,被服,共,個別２,3304-79-0600,5
日本女子大学,家政,被服,共,英外部,3304-79-0601,5
日本女子大学,家政,被服,共,個別３,3304-79-0602,5
日本女子大学,家政,被服,共,前期３,3304-79-0671,5
日本女子大学,家政,被服,共,前期５,3304-79-0672,5
日本女子大学,食科学,食科学,共,個別３,3304-80-0101,5
日本女子大学,食科学,食科学,共,個別２,3304-80-0102,5
日本女子大学,食科学,食科学,共,英外部,3304-80-0103,5
日本女子大学,食科学,食科学,共,前期５,3304-80-0171,5
日本女子大学,食科学,食科学,共,前期４,3304-80-0172,5
日本女子大学,食科学,栄養,共,個別３,3304-80-0201,5
日本女子大学,食科学,栄養,共,個別２,3304-80-0202,5
日本女子大学,食科学,栄養,共,英外部,3304-80-0203,5
日本女子大学,食科学,栄養,共,前期５,3304-80-0271,5
日本女子大学,食科学,栄養,共,前期４,3304-80-0272,5
日本女子体育大学,体育,スポーツ科学,,前期Ａ,3305-64-0601,5
日本女子体育大学,体育,スポーツ科学,,前期Ｂ,3305-64-0602,5
日本女子体育大学,体育,スポーツ科学,共,前期,3305-64-0671,5
日本女子体育大学,体育,ダンス,共,前期Ａ,3305-64-0701,5
日本女子体育大学,体育,ダンス,共,前期,3305-64-0771,5
日本女子体育大学,体育,健康スポーツ,共,前期Ａ,3305-64-0801,5
日本女子体育大学,体育,健康スポーツ,共,前期Ｂ,3305-64-0802,5
日本女子体育大学,体育,健康スポーツ,共,前期,3305-64-0871,5
日本女子体育大学,体育,子ども運動,共,前期Ａ,3305-64-0901,5
日本女子体育大学,体育,子ども運動,共,前期Ｂ,3305-64-0902,5
日本女子体育大学,体育,子ども運動,共,前期,3305-64-0971,5
日本赤十字看護大学,看護,看護,,,3306-64-0100,5
日本赤十字看護大学,看護,看護,共,Ⅰ－ Ａ,3306-64-0171,5
日本赤十字看護大学,看護,看護,共,Ⅰ－ Ｂ,3306-64-0172,5
日本赤十字看護大学,さいたま,看護,共,Ⅰ－ Ｂ,3306-65-0101,5
日本赤十字看護大学,さいたま,看護,共,Ⅰ－ Ａ,3306-65-0171,5
日本赤十字看護大学,さいたま,看護,共,Ⅰ－ Ｂ,3306-65-0172,5
日本赤十字九州看護大学,看護,看護,,Ⅰ期,3893-64-0100,5
日本赤十字九州看護大学,看護,看護,共,Ⅰ期,3893-64-0171,5
日本赤十字東北看護大学,看護,看護,,,3083-64-0101,5
日本赤十字東北看護大学,看護,看護,共,前期Ａ,3083-64-0171,5
日本赤十字東北看護大学,看護,看護,共,前期Ｂ,3083-64-0172,5
日本赤十字豊田看護大学,看護,看護,,独自,3560-64-0101,5
日本赤十字豊田看護大学,看護,看護,共,前期Ａ,3560-64-0173,5
日本赤十字豊田看護大学,看護,看護,共,前期Ｂ,3560-64-0174,5
日本赤十字広島看護大学,看護,看護,,,3810-64-0100,5
日本赤十字広島看護大学,看護,看護,共,前期,3810-64-0171,5
日本赤十字北海道看護大学,看護,看護,,,3020-64-0101,5
日本赤十字北海道看護大学,看護,看護,共,前期,3020-64-0171,5
日本体育大学,体育,健康,,,3307-64-0105,5
日本体育大学,体育,健康,共,,3307-64-0171,5
日本体育大学,体育,体育,共,,3307-64-0305,5
日本体育大学,体育,体育,共,,3307-64-0371,5
日本体育大学,児童スポ,児童／ 児童ス,共,,3307-65-0201,5
日本体育大学,児童スポ,児童／ 児童ス,共,,3307-65-0271,5
日本体育大学,児童スポ,児童／ 幼児教,共,,3307-65-0301,5
日本体育大学,児童スポ,児童／ 幼児教,共,,3307-65-0371,5
日本体育大学,保健医療,整復医療,共,,3307-66-0101,5
日本体育大学,保健医療,整復医療,共,,3307-66-0171,5
日本体育大学,保健医療,救急医療,共,,3307-66-0201,5
日本体育大学,保健医療,救急医療,共,,3307-66-0271,5
日本体育大学,スポ文化,武道教育,共,,3307-67-0103,5
日本体育大学,スポ文化,武道教育,共,,3307-67-0171,5
日本体育大学,スポ文化,スポーツ国際,共,,3307-67-0205,5
日本体育大学,スポ文化,スポーツ国際,共,,3307-67-0271,5
日本体育大学,スポマネ,スポーツマネ,共,,3307-68-0105,5
日本体育大学,スポマネ,スポーツマネ,共,,3307-68-0171,5
日本体育大学,スポマネ,スポーツライ,共,,3307-68-0205,5
日本体育大学,スポマネ,スポーツライ,共,,3307-68-0271,5
日本福祉大学,経済,経済／ 経済,,前期Ａ,3547-18-0301,5
日本福祉大学,経済,経済／ 経済,,前期Ｂ,3547-18-0302,5
日本福祉大学,経済,経済／ 経済,共,前期５,3547-18-0371,5
日本福祉大学,経済,経済／ 経済,共,前期３,3547-18-0372,5
日本福祉大学,経済,経済／ 経済,共,前期２,3547-18-0373,5
日本福祉大学,経済,経済／ 経済,共,プラス,3547-18-0374,5
日本福祉大学,経済,経済／ 経済,共,前期全,3547-18-0375,5
日本福祉大学,経済,経済／ 経営,共,前期Ａ,3547-18-0401,5
日本福祉大学,経済,経済／ 経営,共,前期Ｂ,3547-18-0402,5
日本福祉大学,経済,経済／ 経営,共,前期５,3547-18-0471,5
日本福祉大学,経済,経済／ 経営,共,前期３,3547-18-0472,5
日本福祉大学,経済,経済／ 経営,共,前期２,3547-18-0473,5
日本福祉大学,経済,経済／ 経営,共,プラス,3547-18-0474,5
日本福祉大学,経済,経済／ 経営,共,前期全,3547-18-0475,5
日本福祉大学,社会福祉,社会／ 総合政,共,前期Ａ,3547-26-0801,5
日本福祉大学,社会福祉,社会／ 総合政,共,前期Ｂ,3547-26-0802,5
日本福祉大学,社会福祉,社会／ 総合政,共,前期５,3547-26-0871,5
日本福祉大学,社会福祉,社会／ 総合政,共,前期３,3547-26-0872,5
日本福祉大学,社会福祉,社会／ 総合政,共,前期２,3547-26-0873,5
日本福祉大学,社会福祉,社会／ 総合政,共,前期全,3547-26-0874,5
日本福祉大学,社会福祉,社会／ 総合政,共,プラス,3547-26-0875,5
日本福祉大学,社会福祉,社会／ 現代社,共,前期Ａ,3547-26-0901,5
日本福祉大学,社会福祉,社会／ 現代社,共,前期Ｂ,3547-26-0902,5
日本福祉大学,社会福祉,社会／ 現代社,共,前期５,3547-26-0971,5
日本福祉大学,社会福祉,社会／ 現代社,共,前期３,3547-26-0972,5
日本福祉大学,社会福祉,社会／ 現代社,共,前期２,3547-26-0973,5
日本福祉大学,社会福祉,社会／ 現代社,共,前期全,3547-26-0974,5
日本福祉大学,社会福祉,社会／ 現代社,共,プラス,3547-26-0975,5
日本福祉大学,教育心理,心理,共,前期Ａ,3547-31-0401,5
日本福祉大学,教育心理,心理,共,前期Ｂ,3547-31-0402,5
日本福祉大学,教育心理,心理,共,前期全,3547-31-0471,5
日本福祉大学,教育心理,心理,共,前期２,3547-31-0472,5
日本福祉大学,教育心理,心理,共,前期３,3547-31-0473,5
日本福祉大学,教育心理,心理,共,前期５,3547-31-0474,5
日本福祉大学,教育心理,心理,共,プラス,3547-31-0477,5
日本福祉大学,教育心理,こども,共,前期Ａ,3547-31-0501,5
日本福祉大学,教育心理,こども,共,前期Ｂ,3547-31-0502,5
日本福祉大学,教育心理,こども,共,前期５,3547-31-0571,5
日本福祉大学,教育心理,こども,共,前期３,3547-31-0572,5
日本福祉大学,教育心理,こども,共,前期２,3547-31-0573,5
日本福祉大学,教育心理,こども,共,プラス,3547-31-0574,5
日本福祉大学,教育心理,こども,共,前期全,3547-31-0575,5
日本福祉大学,教育心理,学校教育,共,前期Ａ,3547-31-0601,5
日本福祉大学,教育心理,学校教育,共,前期Ｂ,3547-31-0602,5
日本福祉大学,教育心理,学校教育,共,前期５,3547-31-0671,5
日本福祉大学,教育心理,学校教育,共,前期３,3547-31-0672,5
日本福祉大学,教育心理,学校教育,共,前期２,3547-31-0673,5
日本福祉大学,教育心理,学校教育,共,プラス,3547-31-0674,5
日本福祉大学,教育心理,学校教育,共,前期全,3547-31-0675,5
日本福祉大学,国際,国際,共,前期Ａ,3547-33-0101,5
日本福祉大学,国際,国際,共,前期Ｂ,3547-33-0102,5
日本福祉大学,国際,国際,共,前期５,3547-33-0171,5
日本福祉大学,国際,国際,共,前期３,3547-33-0172,5
日本福祉大学,国際,国際,共,前期２,3547-33-0173,5
日本福祉大学,国際,国際,共,プラス,3547-33-0174,5
日本福祉大学,国際,国際,共,前期全,3547-33-0175,5
日本福祉大学,工,工／ 情報工学,共,前期Ａ,3547-46-0101,5
日本福祉大学,工,工／ 情報工学,共,前期Ｂ,3547-46-0102,5
日本福祉大学,工,工／ 情報工学,共,前期５,3547-46-0171,5
日本福祉大学,工,工／ 情報工学,共,前期３,3547-46-0172,5
日本福祉大学,工,工／ 情報工学,共,前期２,3547-46-0173,5
日本福祉大学,工,工／ 情報工学,共,プラス,3547-46-0174,5
日本福祉大学,工,工／ 情報工学,共,前期全,3547-46-0175,5
日本福祉大学,工,工／ 建築学,共,前期Ａ,3547-46-0201,5
日本福祉大学,工,工／ 建築学,共,前期Ｂ,3547-46-0202,5
日本福祉大学,工,工／ 建築学,共,前期５,3547-46-0271,5
日本福祉大学,工,工／ 建築学,共,前期３,3547-46-0272,5
日本福祉大学,工,工／ 建築学,共,前期２,3547-46-0273,5
日本福祉大学,工,工／ 建築学,共,プラス,3547-46-0274,5
日本福祉大学,工,工／ 建築学,共,前期全,3547-46-0275,5
日本福祉大学,健康科学,リハ／ 理学療,共,前期Ａ,3547-64-0101,5
日本福祉大学,健康科学,リハ／ 理学療,共,前期Ｂ,3547-64-0102,5
日本福祉大学,健康科学,リハ／ 理学療,共,前期３,3547-64-0171,5
日本福祉大学,健康科学,リハ／ 理学療,共,プラス,3547-64-0172,5
日本福祉大学,健康科学,リハ／ 理学療,共,前期５,3547-64-0173,5
日本福祉大学,健康科学,リハ／ 理学療,共,前期全,3547-64-0175,5
日本福祉大学,健康科学,リハ／ 作業療,共,前期Ａ,3547-64-0201,5
日本福祉大学,健康科学,リハ／ 作業療,共,前期Ｂ,3547-64-0202,5
日本福祉大学,健康科学,リハ／ 作業療,共,前期３,3547-64-0271,5
日本福祉大学,健康科学,リハ／ 作業療,共,プラス,3547-64-0272,5
日本福祉大学,健康科学,リハ／ 作業療,共,前期５,3547-64-0273,5
日本福祉大学,健康科学,リハ／ 作業療,共,前期全,3547-64-0275,5
日本福祉大学,看護,看護,共,前期Ａ,3547-65-0101,5
日本福祉大学,看護,看護,共,前期Ｂ,3547-65-0102,5
日本福祉大学,看護,看護,共,前期３,3547-65-0171,5
日本福祉大学,看護,看護,共,前期５,3547-65-0172,5
日本福祉大学,看護,看護,共,前期全,3547-65-0173,5
日本福祉大学,看護,看護,共,プラス,3547-65-0176,5
日本福祉大学,スポーツ,スポーツ科学,共,前期Ａ,3547-66-0101,5
日本福祉大学,スポーツ,スポーツ科学,共,前期Ｂ,3547-66-0102,5
日本福祉大学,スポーツ,スポーツ科学,共,前期２,3547-66-0171,5
日本福祉大学,スポーツ,スポーツ科学,共,前期３,3547-66-0172,5
日本福祉大学,スポーツ,スポーツ科学,共,前期５,3547-66-0173,5
日本福祉大学,スポーツ,スポーツ科学,共,前期全,3547-66-0174,5
日本福祉大学,スポーツ,スポーツ科学,共,プラス,3547-66-0177,5
日本文化大学,法,,,前期,3308-12-0002,5
日本文化大学,法,,共,第１期,3308-12-0071,5
日本保健医療大学,保健医療,看護,,第１回,3174-64-0104,5
日本保健医療大学,保健医療,看護,共,第１回,3174-64-0171,5
日本保健医療大学,保健医療,理学療法,共,第１回,3174-64-0204,5
日本保健医療大学,保健医療,理学療法,共,第１回,3174-64-0271,5
日本薬科大学,薬,薬,,Ａ２,3169-61-0401,5
日本薬科大学,薬,薬,,Ａ３,3169-61-0403,5
日本薬科大学,薬,薬,,Ｂ３,3169-61-0404,5
日本薬科大学,薬,薬,,Ｂ２,3169-61-0405,5
日本薬科大学,薬,薬,共,前期,3169-61-0471,5
日本薬科大学,薬,薬,共,プラス,3169-61-0472,5
日本薬科大学,薬,薬,共,中期,3169-61-0474,5
日本薬科大学,薬科学,医療／ お茶の,共,Ａ,3169-62-0101,5
日本薬科大学,薬科学,医療／ お茶の,共,Ｂ,3169-62-0102,5
日本薬科大学,薬科学,医療／ お茶の,共,前期,3169-62-0171,5
日本薬科大学,薬科学,医療／ お茶の,共,中期,3169-62-0172,5
日本薬科大学,薬科学,医療／ お茶の,共,プラス,3169-62-0173,5
日本薬科大学,薬科学,医療／ さいた,共,Ａ,3169-62-0201,5
日本薬科大学,薬科学,医療／ さいた,共,Ｂ,3169-62-0202,5
日本薬科大学,薬科学,医療／ さいた,共,前期,3169-62-0271,5
日本薬科大学,薬科学,医療／ さいた,共,中期,3169-62-0272,5
日本薬科大学,薬科学,医療／ さいた,共,プラス,3169-62-0273,5
人間環境大学,心理,心理,,Ⅰ期Ａ,3556-03-0102,5
人間環境大学,心理,心理,,Ⅰ期Ｂ,3556-03-0103,5
人間環境大学,心理,心理,共,Ⅰ期Ａ,3556-03-0171,5
人間環境大学,心理,心理,共,Ⅰ期Ｂ,3556-03-0172,5
人間環境大学,心理,犯罪心理,共,Ⅰ期Ａ,3556-03-0202,5
人間環境大学,心理,犯罪心理,共,Ⅰ期Ｂ,3556-03-0203,5
人間環境大学,心理,犯罪心理,共,Ⅰ期Ａ,3556-03-0271,5
人間環境大学,心理,犯罪心理,共,Ⅰ期Ｂ,3556-03-0272,5
人間環境大学,総合心理,総合心理,共,Ⅰ期,3556-04-0102,5
人間環境大学,総合心理,総合心理,共,Ⅰ期,3556-04-0175,5
人間環境大学,総合心理,総合犯罪心理,共,Ⅰ期,3556-04-0201,5
人間環境大学,総合心理,総合犯罪心理,共,Ⅰ期,3556-04-0271,5
人間環境大学,環境科学,フィールド生,共,Ⅰ期Ａ,3556-38-0102,5
人間環境大学,環境科学,フィールド生,共,Ⅰ期Ｂ,3556-38-0103,5
人間環境大学,環境科学,フィールド生,共,Ⅰ期Ａ,3556-38-0171,5
人間環境大学,環境科学,フィールド生,共,Ⅰ期Ｂ,3556-38-0172,5
人間環境大学,環境科学,環境データサ,共,Ⅰ期Ａ,3556-38-0202,5
人間環境大学,環境科学,環境データサ,共,Ⅰ期Ｂ,3556-38-0203,5
人間環境大学,環境科学,環境データサ,共,Ⅰ期Ａ,3556-38-0271,5
人間環境大学,環境科学,環境データサ,共,Ⅰ期Ｂ,3556-38-0272,5
人間環境大学,総合環境,フィールド自,共,Ⅰ期,3556-39-0102,5
人間環境大学,総合環境,フィールド自,共,Ⅰ期,3556-39-0171,5
人間環境大学,総合環境,環境情報,共,Ⅰ期,3556-39-0202,5
人間環境大学,総合環境,環境情報,共,Ⅰ期,3556-39-0271,5
人間環境大学,看護,看護,共,Ⅰ期,3556-64-0101,5
人間環境大学,看護,看護,共,Ⅰ期,3556-64-0171,5
人間環境大学,松山看護,看護,共,Ⅰ期,3556-65-0101,5
人間環境大学,松山看護,看護,共,Ⅰ期,3556-65-0171,5
人間総合科学大学,人間科学,健康栄養,,Ａ,3171-37-0101,5
人間総合科学大学,人間科学,健康栄養,共,Ａ,3171-37-0171,5
人間総合科学大学,人間科学,ヘルスフード,共,Ａ,3171-37-0201,5
人間総合科学大学,人間科学,ヘルスフード,共,Ａ,3171-37-0271,5
人間総合科学大学,人間科学,心身健康科学,共,Ａ,3171-37-0301,5
人間総合科学大学,人間科学,心身健康科学,共,Ａ,3171-37-0371,5
人間総合科学大学,保健医療,看護,共,Ａ,3171-64-0101,5
人間総合科学大学,保健医療,看護,共,Ａ,3171-64-0171,5
人間総合科学大学,保健医療,リハ／ 理学療,共,Ａ,3171-64-0201,5
人間総合科学大学,保健医療,リハ／ 理学療,共,Ａ,3171-64-0271,5
人間総合科学大学,保健医療,リハ／ 義肢装,共,Ａ,3171-64-0301,5
人間総合科学大学,保健医療,リハ／ 義肢装,共,Ａ,3171-64-0371,5
ノースアジア大学,総合政策,,,Ａ,3081-13-0001,5
ノースアジア大学,総合政策,,共,前期,3081-13-0071,5
ノースアジア大学,経済,経済,共,Ａ,3081-18-0301,5
ノースアジア大学,経済,経済,共,前期,3081-18-0371,5
ノートル清心女大学,文,英語英文,,３教科,3785-01-0102,5
ノートル清心女大学,文,英語英文,,２教科,3785-01-0103,5
ノートル清心女大学,文,英語英文,共,前期５,3785-01-0174,5
ノートル清心女大学,文,英語英文,共,前期２,3785-01-0175,5
ノートル清心女大学,文,日本語日本文,共,３教科,3785-01-0202,5
ノートル清心女大学,文,日本語日本文,共,２教科,3785-01-0203,5
ノートル清心女大学,文,日本語日本文,共,前期５,3785-01-0274,5
ノートル清心女大学,文,日本語日本文,共,前期２,3785-01-0275,5
ノートル清心女大学,文,現代社会,共,３教科,3785-01-0301,5
ノートル清心女大学,文,現代社会,共,２教科,3785-01-0302,5
ノートル清心女大学,文,現代社会,共,前期５,3785-01-0374,5
ノートル清心女大学,文,現代社会,共,前期２,3785-01-0375,5
ノートル清心女大学,国際文化,国際文化,共,３教科,3785-33-0101,5
ノートル清心女大学,国際文化,国際文化,共,２教科,3785-33-0102,5
ノートル清心女大学,国際文化,国際文化,共,前期５,3785-33-0171,5
ノートル清心女大学,国際文化,国際文化,共,前期２,3785-33-0172,5
ノートル清心女大学,情報デザ,情報デザイン,共,３教科,3785-37-0101,5
ノートル清心女大学,情報デザ,情報デザイン,共,２教科,3785-37-0102,5
ノートル清心女大学,情報デザ,情報デザイン,共,前期５,3785-37-0171,5
ノートル清心女大学,情報デザ,情報デザイン,共,前期２,3785-37-0172,5
ノートル清心女大学,人間生活,人間生活,共,３教科,3785-79-0102,5
ノートル清心女大学,人間生活,人間生活,共,２教科,3785-79-0103,5
ノートル清心女大学,人間生活,人間生活,共,前期５,3785-79-0174,5
ノートル清心女大学,人間生活,人間生活,共,前期２,3785-79-0175,5
ノートル清心女大学,人間生活,児童,共,３教科,3785-79-0202,5
ノートル清心女大学,人間生活,児童,共,２教科,3785-79-0203,5
ノートル清心女大学,人間生活,児童,共,前期５,3785-79-0274,5
ノートル清心女大学,人間生活,児童,共,前期２,3785-79-0275,5
ノートル清心女大学,人間生活,食品栄養,共,３教科,3785-79-0602,5
ノートル清心女大学,人間生活,食品栄養,共,２教科,3785-79-0603,5
ノートル清心女大学,人間生活,食品栄養,共,前期５,3785-79-0675,5
ノートル清心女大学,人間生活,食品栄養,共,前期２,3785-79-0676,5
梅花女子大学,文化表現,国際教養,,Ⅰ期,3652-03-0101,5
梅花女子大学,文化表現,国際教養,共,Ⅰ期,3652-03-0171,5
梅花女子大学,文化表現,日本文化,共,Ⅰ期,3652-03-0301,5
梅花女子大学,文化表現,日本文化,共,Ⅰ期,3652-03-0371,5
梅花女子大学,文化表現,情報メディア,共,Ⅰ期,3652-03-0401,5
梅花女子大学,文化表現,情報メディア,共,Ⅰ期,3652-03-0471,5
梅花女子大学,文化表現,舞台芸術表現,共,Ⅰ期,3652-03-0501,5
梅花女子大学,文化表現,舞台芸術表現,共,Ⅰ期,3652-03-0571,5
梅花女子大学,看護保健,看護,共,Ⅰ期,3652-64-0101,5
梅花女子大学,看護保健,看護,共,Ⅰ期,3652-64-0171,5
梅花女子大学,看護保健,口腔保健,共,Ⅰ期,3652-64-0201,5
梅花女子大学,看護保健,口腔保健,共,Ⅰ期,3652-64-0272,5
梅花女子大学,心理こど,こども教育,共,Ⅰ期,3652-79-0101,5
梅花女子大学,心理こど,こども教育,共,Ⅰ期,3652-79-0171,5
梅花女子大学,心理こど,心理,共,Ⅰ期,3652-79-0201,5
梅花女子大学,心理こど,心理,共,Ⅰ期,3652-79-0271,5
梅花女子大学,食文化,食文化,共,Ⅰ期,3652-80-0101,5
梅花女子大学,食文化,食文化,共,Ⅰ期,3652-80-0171,5
梅花女子大学,食文化,管理栄養,共,Ⅰ期,3652-80-0201,5
梅花女子大学,食文化,管理栄養,共,Ⅰ期,3652-80-0271,5
梅光学院大学,国際,国際／ 英語コ,,Ａ,3818-33-0101,5
梅光学院大学,国際,国際／ 英語コ,共,前期,3818-33-0171,5
梅光学院大学,国際,国際／ 国際ビ,共,Ａ,3818-33-0201,5
梅光学院大学,国際,国際／ 国際ビ,共,前期,3818-33-0271,5
梅光学院大学,国際,国際／ 東アジ,共,Ａ,3818-33-0301,5
梅光学院大学,国際,国際／ 東アジ,共,前期,3818-33-0371,5
梅光学院大学,国際,国際／ 国際教,共,Ａ,3818-33-0401,5
梅光学院大学,国際,国際／ 国際教,共,前期,3818-33-0471,5
梅光学院大学,国際,国際／ 国際観,共,Ａ,3818-33-0501,5
梅光学院大学,国際,国際／ 国際観,共,前期,3818-33-0571,5
梅光学院大学,子ども,子ど／ 児童教,共,Ａ,3818-79-0201,5
梅光学院大学,子ども,子ど／ 児童教,共,前期,3818-79-0271,5
梅光学院大学,子ども,子ど／ 幼児保,共,Ａ,3818-79-0301,5
梅光学院大学,子ども,子ど／ 幼児保,共,前期,3818-79-0371,5
白鴎大学,法,法律,,１２月,3124-12-0101,5
白鴎大学,法,法律,,１２月,3124-12-0103,5
白鴎大学,法,法律,,１月,3124-12-0104,5
白鴎大学,法,法律,共,単前１,3124-12-0170,5
白鴎大学,法,法律,共,特前１,3124-12-0171,5
白鴎大学,経営,経営,共,１２月,3124-19-0101,5
白鴎大学,経営,経営,共,１月,3124-19-0102,5
白鴎大学,経営,経営,共,１月,3124-19-0104,5
白鴎大学,経営,経営,共,単前１,3124-19-0170,5
白鴎大学,経営,経営,共,特前１,3124-19-0171,5
白鴎大学,教育,発達／ 児童教,共,１２月,3124-30-0102,5
白鴎大学,教育,発達／ 児童教,共,１２月,3124-30-0103,5
白鴎大学,教育,発達／ 児童教,共,１月,3124-30-0104,5
白鴎大学,教育,発達／ 児童教,共,単前１,3124-30-0170,5
白鴎大学,教育,発達／ 児童教,共,特前１,3124-30-0171,5
白鴎大学,教育,発達／ スポー,共,１２月,3124-30-0202,5
白鴎大学,教育,発達／ スポー,共,１２月,3124-30-0203,5
白鴎大学,教育,発達／ スポー,共,１月,3124-30-0204,5
白鴎大学,教育,発達／ スポー,共,単前１,3124-30-0270,5
白鴎大学,教育,発達／ スポー,共,特前１,3124-30-0271,5
白鴎大学,教育,発達／ 英語教,共,１２月,3124-30-0302,5
白鴎大学,教育,発達／ 英語教,共,１２月,3124-30-0303,5
白鴎大学,教育,発達／ 英語教,共,１月,3124-30-0304,5
白鴎大学,教育,発達／ 英語教,共,単前１,3124-30-0370,5
白鴎大学,教育,発達／ 英語教,共,特前１,3124-30-0371,5
白鴎大学,教育,発達／ 心理学,共,１２月,3124-30-0402,5
白鴎大学,教育,発達／ 心理学,共,１２月,3124-30-0403,5
白鴎大学,教育,発達／ 心理学,共,１月,3124-30-0404,5
白鴎大学,教育,発達／ 心理学,共,単前１,3124-30-0470,5
白鴎大学,教育,発達／ 心理学,共,特前１,3124-30-0471,5
函館大学,商,商,,Ａ,3006-20-0103,5
函館大学,商,商,共,Ａ,3006-20-0173,5
羽衣国際大学,現代社会,放送／ 放送メ,,Ⅰ期２,3661-28-0301,5
羽衣国際大学,現代社会,放送／ 放送メ,,Ⅰ期小,3661-28-0303,5
羽衣国際大学,現代社会,放送／ 放送メ,共,前期,3661-28-0371,5
羽衣国際大学,現代社会,放送／ 映像コ,共,Ⅰ期２,3661-28-0401,5
羽衣国際大学,現代社会,放送／ 映像コ,共,Ⅰ期小,3661-28-0403,5
羽衣国際大学,現代社会,放送／ 映像コ,共,前期,3661-28-0471,5
羽衣国際大学,現代社会,放送／ 情報シ,共,Ⅰ期２,3661-28-0501,5
羽衣国際大学,現代社会,放送／ 情報シ,共,Ⅰ期小,3661-28-0503,5
羽衣国際大学,現代社会,放送／ 情報シ,共,前期,3661-28-0571,5
羽衣国際大学,現代社会,現代／ 経済経,共,Ⅰ期２,3661-28-0601,5
羽衣国際大学,現代社会,現代／ 経済経,共,Ⅰ期小,3661-28-0603,5
羽衣国際大学,現代社会,現代／ 経済経,共,前期,3661-28-0671,5
羽衣国際大学,現代社会,現代／ 国際英,共,Ⅰ期２,3661-28-0701,5
羽衣国際大学,現代社会,現代／ 国際英,共,Ⅰ期小,3661-28-0703,5
羽衣国際大学,現代社会,現代／ 国際英,共,前期,3661-28-0771,5
羽衣国際大学,現代社会,現代／ 観光,共,Ⅰ期２,3661-28-0801,5
羽衣国際大学,現代社会,現代／ 観光,共,Ⅰ期小,3661-28-0803,5
羽衣国際大学,現代社会,現代／ 観光,共,前期,3661-28-0871,5
羽衣国際大学,現代社会,現代／ スポー,共,Ⅰ期２,3661-28-0901,5
羽衣国際大学,現代社会,現代／ スポー,共,Ⅰ期小,3661-28-0903,5
羽衣国際大学,現代社会,現代／ スポー,共,前期,3661-28-0971,5
羽衣国際大学,人間生活,人間／ 食クリ,共,Ⅰ期２,3661-79-0601,5
羽衣国際大学,人間生活,人間／ 食クリ,共,Ⅰ期小,3661-79-0604,5
羽衣国際大学,人間生活,人間／ 食クリ,共,前期,3661-79-0671,5
羽衣国際大学,人間生活,人間／ ファッ,共,Ⅰ期２,3661-79-0701,5
羽衣国際大学,人間生活,人間／ ファッ,共,Ⅰ期小,3661-79-0704,5
